Model,MAE,RMSE,MAPE,Store_id,Product_id,Forecast_Frequency,Forecast_Horizon,Run_Timestamp
Linear Regression,36.37,42.88,13.54,S007,P007,weekly,8,2026-06-05 05:22:55.630437
Random Forest,17.45,19.98,6.37,S007,P007,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,34.46,43.13,13.75,S007,P007,weekly,8,2026-06-05 05:22:55.630437
Naive,71.5,81.58,21.41,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Moving Average,66.88,75.99,19.85,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,25.5,28.24,6.83,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Trend,86.34,102.87,26.38,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,50.42,56.86,14.27,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Random Forest,21.95,27.67,5.56,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,48.97,53.69,14.3,S007,P008,weekly,8,2026-06-05 05:22:55.630437
Naive,68.62,81.15,32.07,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Moving Average,55.69,63.38,25.19,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,11.5,15.65,4.23,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Trend,65.1,75.93,30.19,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,45.02,49.38,19.02,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Random Forest,14.67,20.67,5.28,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,40.99,45.65,18.32,S007,P009,weekly,8,2026-06-05 05:22:55.630437
Naive,106.5,123.31,34.78,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Moving Average,69.25,82.66,22.73,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,20.38,24.87,5.55,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Trend,87.56,105.66,29.0,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,52.75,57.13,16.12,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Random Forest,16.19,18.09,4.65,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,52.01,60.99,16.97,S007,P010,weekly,8,2026-06-05 05:22:55.630437
Naive,40.12,47.77,24.17,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Moving Average,39.0,44.97,23.18,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,17.88,25.12,8.56,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Trend,42.89,52.04,26.06,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,29.98,32.36,16.03,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Random Forest,13.43,15.23,6.72,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,27.07,29.62,15.44,S008,P001,weekly,8,2026-06-05 05:22:55.630437
Naive,83.0,102.55,18.34,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Moving Average,72.06,88.72,15.62,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,34.12,44.48,6.64,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Trend,108.96,127.63,23.99,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,60.03,70.43,12.34,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Random Forest,30.48,46.19,5.66,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,50.16,64.03,10.83,S008,P002,weekly,8,2026-06-05 05:22:55.630437
Naive,57.0,68.31,20.6,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Moving Average,57.0,69.06,20.68,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,27.62,30.59,8.45,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Trend,66.6,85.31,24.85,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,49.35,51.94,16.3,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Random Forest,25.93,29.39,7.85,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,42.22,47.13,14.74,S008,P003,weekly,8,2026-06-05 05:22:55.630437
Naive,42.88,50.3,28.67,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Moving Average,45.12,56.59,30.98,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,11.38,15.24,7.62,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Trend,50.3,62.77,34.49,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,35.48,38.05,22.54,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Random Forest,13.59,14.54,8.49,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,32.66,38.67,21.92,S008,P004,weekly,8,2026-06-05 05:22:55.630437
Naive,36.5,42.57,24.86,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Moving Average,33.19,35.2,21.51,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,18.62,23.62,11.08,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Trend,35.36,38.97,23.5,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,26.36,29.47,15.36,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Random Forest,15.42,17.98,8.71,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,23.37,24.69,14.66,S008,P005,weekly,8,2026-06-05 05:22:55.630437
Naive,93.0,105.59,20.24,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Moving Average,85.5,92.08,17.86,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,40.5,43.02,8.12,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Trend,104.31,128.62,23.44,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,69.74,75.67,13.69,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Random Forest,39.27,43.79,7.45,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,56.63,61.19,11.73,S008,P006,weekly,8,2026-06-05 05:22:55.630437
Naive,134.5,160.04,29.71,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Moving Average,93.25,105.18,20.17,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,27.88,35.69,5.03,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Trend,101.59,124.06,22.63,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,70.41,76.65,13.78,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Random Forest,21.27,27.25,4.33,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,64.72,71.32,13.9,S008,P007,weekly,8,2026-06-05 05:22:55.630437
Naive,178.25,213.79,30.85,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Moving Average,136.06,163.75,23.57,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,43.62,51.49,6.28,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Trend,144.94,183.26,25.51,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,99.0,105.08,15.47,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Random Forest,31.07,41.15,4.83,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,93.56,108.1,15.94,S008,P008,weekly,8,2026-06-05 05:22:55.630437
Naive,84.12,93.49,20.57,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Moving Average,79.69,85.72,18.96,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,31.0,34.73,7.09,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Trend,94.74,116.9,24.16,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,65.71,70.98,14.83,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Random Forest,29.19,37.43,5.86,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,56.25,60.01,13.26,S008,P009,weekly,8,2026-06-05 05:22:55.630437
Naive,116.5,141.32,21.23,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Moving Average,124.0,151.68,22.72,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,20.88,29.47,3.28,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Trend,144.49,174.32,26.43,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,88.16,96.38,15.12,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Random Forest,19.9,29.22,2.94,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,78.02,94.7,14.14,S008,P010,weekly,8,2026-06-05 05:22:55.630437
Naive,24.0,28.76,17.3,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Moving Average,25.5,32.39,18.78,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,14.0,16.16,8.94,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Trend,42.88,49.5,30.8,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,18.73,21.53,13.17,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Random Forest,6.72,9.3,4.31,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,17.76,21.54,12.84,S009,P001,weekly,8,2026-06-05 05:22:55.630437
Naive,89.75,110.13,23.57,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Moving Average,78.38,93.01,20.32,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,29.0,32.95,6.8,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Trend,89.61,110.4,23.55,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,57.48,61.39,13.67,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Random Forest,20.05,24.86,4.63,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,49.98,58.95,12.85,S009,P002,weekly,8,2026-06-05 05:22:55.630437
Naive,54.12,64.65,22.37,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Moving Average,49.38,56.5,20.05,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,23.0,33.66,8.05,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Trend,56.32,67.57,23.32,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,36.77,39.39,13.6,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Random Forest,14.97,19.47,5.09,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,34.22,37.81,13.46,S009,P003,weekly,8,2026-06-05 05:22:55.630437
Naive,29.25,32.23,17.61,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Moving Average,29.25,32.46,17.92,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,23.12,28.24,12.84,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Trend,33.4,39.85,22.19,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,25.7,30.16,14.52,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Random Forest,19.93,25.62,10.7,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,23.19,26.98,13.58,S009,P004,weekly,8,2026-06-05 05:22:55.630437
Naive,24.0,26.37,19.04,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Moving Average,21.62,23.31,16.25,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,13.25,16.82,9.98,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Trend,28.76,33.69,23.65,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,19.55,21.52,14.36,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Random Forest,14.43,16.41,10.11,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,14.96,16.69,11.31,S009,P005,weekly,8,2026-06-05 05:22:55.630437
Naive,83.75,100.15,21.98,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Moving Average,73.06,89.14,19.17,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,24.88,34.61,5.53,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Trend,97.57,114.81,25.56,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,53.61,59.7,13.15,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Random Forest,21.14,30.78,4.61,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,48.33,58.23,12.46,S009,P006,weekly,8,2026-06-05 05:22:55.630437
Naive,67.25,79.75,17.25,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Moving Average,66.5,77.92,16.99,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,32.38,39.08,7.5,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Trend,89.26,108.61,23.15,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,50.58,55.31,12.15,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Random Forest,25.19,28.69,5.73,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,39.37,47.48,10.03,S009,P007,weekly,8,2026-06-05 05:22:55.630437
Naive,146.12,172.29,28.86,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Moving Average,96.44,118.37,19.23,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,52.62,62.56,9.37,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Trend,118.52,149.2,23.89,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,73.24,78.31,13.45,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Random Forest,28.97,33.54,5.28,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,59.77,74.25,11.9,S009,P008,weekly,8,2026-06-05 05:22:55.630437
Naive,120.75,134.24,35.51,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Moving Average,65.62,78.39,19.69,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,29.0,34.3,8.17,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Trend,81.77,100.77,24.85,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,47.88,50.72,13.33,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Random Forest,19.16,25.08,5.31,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,46.2,54.87,13.87,S009,P009,weekly,8,2026-06-05 05:22:55.630437
Naive,111.0,140.03,23.5,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Moving Average,104.19,121.9,21.58,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,23.0,28.45,4.52,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Trend,115.16,145.17,24.37,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,76.45,77.19,14.53,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Random Forest,22.16,25.56,3.93,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,67.02,74.95,13.67,S009,P010,weekly,8,2026-06-05 05:22:55.630437
Naive,31.0,38.88,21.64,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Moving Average,31.5,39.55,22.01,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,15.5,18.61,10.17,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Trend,42.82,51.66,29.68,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,24.28,28.57,16.34,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Random Forest,7.8,10.33,4.98,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,23.16,28.74,16.06,S010,P001,weekly,8,2026-06-05 05:22:55.630437
Naive,77.12,85.37,18.51,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Moving Average,81.5,94.21,20.05,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,28.75,33.76,6.28,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Trend,97.41,124.94,24.85,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,61.38,67.18,14.07,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Random Forest,28.22,32.19,5.86,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,54.2,61.7,13.09,S010,P002,weekly,8,2026-06-05 05:22:55.630437
Naive,79.5,93.99,32.4,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Moving Average,61.56,72.3,24.81,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,14.0,17.38,4.95,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Trend,71.92,86.31,29.4,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,47.9,50.84,17.82,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Random Forest,14.53,20.32,4.9,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,43.68,50.72,17.44,S010,P003,weekly,8,2026-06-05 05:22:55.630437
Naive,37.75,41.23,24.71,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Moving Average,44.69,49.04,29.37,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,17.0,20.93,9.88,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Trend,45.39,49.95,29.86,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,22.01,25.24,14.01,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Random Forest,12.26,14.68,6.97,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,26.6,27.64,17.0,S010,P004,weekly,8,2026-06-05 05:22:55.630437
Naive,33.0,37.9,25.15,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Moving Average,23.0,27.35,17.54,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,13.25,15.42,8.96,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Trend,32.77,37.8,25.0,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,18.28,20.43,13.42,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Random Forest,8.18,9.46,5.69,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,19.34,21.42,14.48,S010,P005,weekly,8,2026-06-05 05:22:55.630437
Naive,73.25,83.58,17.23,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Moving Average,69.5,78.51,16.26,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,36.5,46.99,8.02,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Trend,96.07,111.53,22.79,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,41.16,50.77,9.1,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Random Forest,36.62,42.45,7.87,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,41.58,48.83,9.68,S010,P006,weekly,8,2026-06-05 05:22:55.630437
Naive,84.0,105.3,21.33,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Moving Average,74.38,90.38,18.69,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,29.75,35.89,6.74,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Trend,107.98,127.71,26.96,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,54.03,58.48,12.83,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Random Forest,20.34,25.13,4.52,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,48.59,59.19,12.19,S010,P007,weekly,8,2026-06-05 05:22:55.630437
Naive,120.0,145.56,22.77,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Moving Average,111.69,129.07,20.82,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,29.88,39.49,4.71,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Trend,132.34,163.31,25.27,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,84.53,88.61,14.45,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Random Forest,29.89,35.79,4.78,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,74.17,82.8,13.58,S010,P008,weekly,8,2026-06-05 05:22:55.630437
Naive,106.5,121.8,30.52,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Moving Average,73.69,92.96,21.75,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,21.62,27.79,6.17,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Trend,99.81,116.69,28.8,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,47.43,55.99,13.6,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Random Forest,10.77,12.11,2.9,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,50.14,63.01,14.78,S010,P009,weekly,8,2026-06-05 05:22:55.630437
Naive,105.12,128.27,21.17,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Moving Average,102.69,121.5,20.48,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Seasonal Naive,29.88,34.15,5.5,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Trend,132.56,161.19,26.68,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Linear Regression,77.42,80.46,14.45,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Random Forest,19.69,23.14,3.41,S010,P010,weekly,8,2026-06-05 05:22:55.630437
Enhanced Ensemble,65.09,75.92,12.89,S010,P010,weekly,8,2026-06-05 05:22:55.630437
